EKP,265.95,61.11,-28.47,71.27,Eskimo Point,2,CARISMA,CANOPUS
FCC,265.91,58.76,-27.94,69.08,Fort Churchill,4,CARISMA,CANOPUS,INTERMAGNET,CANMOS
FMC,248.79,56.66,-52.44,64.53,Fort McMurray,2,CARISMA,BGS
FSP,238.77,61.76,-67.48,67.51,Fort Simpson,2,CARISMA,THEMIS
SMI,248.07,60.03,-54.90,67.67,Fort Smith,2,CARISMA,THEMIS
ISL,265.34,53.86,-27.93,64.37,Island Lake,2,CARISMA,CANOPUS
PIN,263.96,50.20,-29.49,60.67,Pinawa,3,CARISMA,THEMIS,CANOPUS
RAL,256.32,58.22,-42.61,67.38,Rabbit Lake,1,CARISMA
RAN,267.89,62.82,-25.67,73.00,Rankine Inlet,3,CARISMA,THEMIS,CANOPUS
NOR,25.79,71.09,109.43,67.70,Nordkapp,2,TROMSOE,IMAGE
NAL,11.95,78.92,111.27,76.25,New Aalesund,2,TROMSOE,IMAGE
LYR,15.83,78.20,112.12,75.31,Longyearbyen,2,TROMSOE,IMAGE
JAN,351.30,70.90,83.50,70.22,Jan Mayen,1,TROMSOE
HOP,25.01,76.51,115.24,73.13,Hopen Island,2,TROMSOE,IMAGE
BJN,19.20,74.50,108.24,71.50,Bear Island,2,TROMSOE,IMAGE
SOR,22.22,70.54,106.21,67.30,Soeroeya,2,TROMSOE,IMAGE
TRO,18.94,69.66,102.95,66.55,Tromso,2,TROMSOE,IMAGE
AND,16.03,69.30,100.42,66.34,Andenes,2,TROMSOE,IMAGE
JCK,16.98,66.40,99.02,63.22,Jaeckvik,2,TROMSOE,IMAGE
DON,12.50,66.11,95.33,63.17,Doenna,2,TROMSOE,IMAGE
RVK,10.99,64.94,93.40,62.02,Roervik,2,TROMSOE,IMAGE
DOB,9.11,62.07,90.28,59.08,Dombas,2,TROMSOE,IMAGE
SOL,4.84,61.08,86.39,58.34,Solund,2,TROMSOE,IMAGE
KAR,5.24,59.21,85.79,56.32,Karmoey ,2,TROMSOE,IMAGE
HRN,15.60,77.00,109.62,74.19,Hornsund,2,IMAGE,INTERMAGNET
ALT,22.96,69.86,106.20,66.56,Alta,1,IMAGE
KEV,27.01,69.76,109.27,66.28,Kevo,2,IMAGE,EMMA
MAS,23.70,69.46,106.46,66.11,Masi,2,IMAGE,EMMA
KIL,20.77,69.06,103.87,65.83,Kilpisjarvi,3,IMAGE,EMMA,SAMNET
KAU,23.05,69.02,105.61,65.68,Kautokeino,1,IMAGE
IVA,27.29,68.56,108.61,65.03,Ivalo,2,IMAGE,EMMA
ABK,18.82,68.35,101.82,65.18,Abisko,2,IMAGE,INTERMAGNET
LEK,13.54,68.13,97.58,65.25,Leknes,1,IMAGE
MUO,23.53,68.02,105.26,64.61,Muonio,2,IMAGE,EMMA
LOZ,35.02,67.97,114.46,64.19,Lovozero,2,IMAGE,AARI
KIR,20.42,67.84,102.69,64.56,Kiruna,1,IMAGE
SOD,26.63,67.37,107.29,63.81,Sodankyla,2,IMAGE,INTERMAGNET
PEL,24.08,66.90,104.95,63.42,Pello,2,IMAGE,EMMA
LYC,18.75,64.61,99.33,61.23,Lycksele,2,IMAGE,INTERMAGNET
OUJ,27.23,64.52,106.15,60.82,Oulujarvi,2,IMAGE,SAMNET
HAN,26.60,62.25,104.56,58.46,Hankasalmi,3,IMAGE,EMMA,SAMNET
NUR,24.65,60.50,102.20,56.70,Nurmijarvi,4,IMAGE,EMMA,SAMNET,INTERMAGNET
UPS,17.35,59.90,95.90,56.34,Uppsala,3,IMAGE,SAMNET,INTERMAGNET
TAR,26.46,58.26,102.92,54.33,Tartu,2,IMAGE,EMMA
BRW,203.38,71.32,-108.87,70.28,Barrow,3,GIMA,USGS,INTERMAGNET
KAV,216.35,70.14,-97.33,71.22,Kaktovik,2,GIMA,INTERMAGNET
KOT,197.40,66.88,-109.17,64.91,Kotzebue,2,GIMA,210MM
ARC,214.44,68.12,-96.79,68.94,Arctic Village,1,GIMA
INK,226.23,68.41,-86.48,71.38,Inuvik,3,GIMA,AUTUMN,THEMIS
BET,208.45,66.90,-100.64,66.69,Bettles,1,GIMA
FYU,214.78,66.56,-95.10,67.46,Fort Yukon,2,GIMA,THEMIS
EAG,218.84,64.78,-90.10,66.46,Eagle,1,GIMA
CMO,212.14,64.87,-96.03,65.29,College,3,GIMA,USGS,INTERMAGNET
CGO,212.14,64.87,-96.03,65.30,College Intl Geophys Observatory,2,THEMIS,GIMA
GAK,214.87,62.39,-92.01,63.30,Gakona,2,GIMA,THEMIS
TLK,209.90,63.30,-96.85,63.29,Talkeetna,1,GIMA
CPY,235.30,70.20,-79.35,74.75,Cape Perry,1,GIMA
PKR,212.57,65.12,-95.85,65.62,Poker Flat,1,GIMA
DIK,80.70,73.53,156.20,68.69,Dixon,3,RAPIDMAG,GIMA,AARI
CCS,104.28,77.72,175.73,72.01,Chelyuskin,3,RAPIDMAG,GIMA,AARI
TIK,128.92,71.59,-162.72,66.05,Tixie,5,RAPIDMAG,GIMA,210MM,AARI,INTERMAGNET
CWE,190.17,66.17,-114.01,63.17,Wellen,1,AARI
ARK,40.50,64.60,117.36,60.66,Arkhangelsk,1,AARI
AAE,38.77,9.03,110.54,0.77,Addis Ababa,3,INTERMAGNET,BCMT,MAGDAS
ABG,72.87,18.62,145.25,12.05,Alibag,2,GFZ,INTERMAGNET
AMS,77.57,-37.80,138.67,-49.11,Martin de Vivias,2,INTERMAGNET,BCMT
API,188.22,-13.80,-97.53,-15.54,Apia,1,INTERMAGNET
ASP,133.88,-23.77,-152.89,-33.95,Alice Springs,2,INTERMAGNET,AUS
BMT,116.20,40.30,-171.24,34.70,Beijing Ming Tombs,1,INTERMAGNET
BNG,18.57,4.33,90.20,-4.70,Bangui,2,INTERMAGNET,BCMT
BSL,270.36,30.35,-19.55,41.47,Bay St Louis,2,INTERMAGNET,USGS
CNB,150.70,-34.10,-131.97,-43.68,Canberra,1,INTERMAGNET
CAN,149.36,-35.31,-133.21,-45.18,Canberra,3,210MM,AUS,MAGDAS
CZT,51.87,-46.43,106.16,-53.05,Port Alfred,2,INTERMAGNET,BCMT
DLR,259.08,29.49,-33.77,39.06,Del Rio,1,INTERMAGNET
DRV,140.01,-66.67,-124.41,-80.47,Dumont Durville,2,INTERMAGNET,BCMT
EYR,172.40,-43.40,-103.64,-50.00,Eyrewell,1,INTERMAGNET
GNA,116.00,-31.80,-173.01,-44.14,Gnangara,2,INTERMAGNET,AUS
GUA,144.87,13.59,-144.21,6.20,Guam,3,INTERMAGNET,USGS,210MM
GUI,343.57,28.32,60.65,14.17,Guimar,1,INTERMAGNET
HBK,27.71,-25.88,95.07,-36.20,Hartebeesthoek,1,INTERMAGNET
HER,19.23,-34.43,82.55,-42.07,Hermanus,3,INTERMAGNET,EMMA,MAGDAS
HLP,18.82,54.61,95.19,50.79,Hel,2,INTERMAGNET,EMMA
HON,202.00,21.32,-90.19,21.45,Honolulu,2,INTERMAGNET,USGS
HRB,18.19,47.86,92.81,43.58,Hurbanovo,2,INTERMAGNET,EMMA
IQA,291.48,63.75,15.00,72.90,Iqaluit,2,CANMOS,INTERMAGNET
IRT,104.45,52.17,177.24,47.40,Irkutsk,2,INTERMAGNET,210MM
ISK,29.06,41.07,101.58,35.95,Kandilli,1,INTERMAGNET
KAK,140.18,36.23,-148.23,29.38,Kakioka,1,INTERMAGNET
KOU,307.27,5.21,23.34,9.33,Kourou,2,INTERMAGNET,BCMT
LNP,121.17,25.00,-167.06,18.28,Lunping,2,210MM,INTERMAGNET
MBO,343.03,14.38,57.85,0.11,Mbour,2,INTERMAGNET,BCMT
MMB,144.19,43.91,-144.52,37.13,Memambetsu,1,INTERMAGNET
NCK,16.72,47.63,91.47,43.33,Nagycenk,3,SEGMA,INTERMAGNET,EMMA
MZH,117.40,49.60,-169.75,44.30,Manzaoli,1,Unknown
PAF,70.26,-49.35,122.10,-58.49,Port aux Francias,2,INTERMAGNET,BCMT
PHU,105.95,21.03,177.68,14.10,Phuthuy,2,INTERMAGNET,BCMT
PPT,210.42,-17.57,-74.80,-16.57,Pamatai,2,INTERMAGNET,BCMT
SBA,166.78,-77.85,-33.34,-79.91,Scott Base,1,INTERMAGNET
SJG,293.85,18.11,10.32,28.46,San Juan,2,INTERMAGNET,USGS
SPT,355.65,39.55,72.03,32.35,San Pablo Toledo,1,INTERMAGNET
SUA,26.25,45.32,99.57,40.78,Surlari,2,GFZ,INTERMAGNET
TAM,5.53,22.79,78.31,6.81,Tamanrasset,2,INTERMAGNET,BCMT
TAN,47.55,-18.92,116.75,-28.85,Antananarivo,2,INTERMAGNET,BCMT
TUC,249.27,32.17,-45.52,39.84,Tucson,2,INTERMAGNET,USGS
VSS,316.35,-22.40,23.07,-17.21,Vassouras,2,INTERMAGNET,GFZ
KIV,30.30,50.72,104.31,46.55,Kiev,1,INTERMAGNET
LNN,30.70,59.95,107.14,55.99,Leningrad,1,Unknown
NKK,62.12,45.77,134.50,41.43,Novokazalinsk,1,Unknown
MNK,27.88,54.50,103.03,50.45,Minsk,1,IZMIRAN
ODE,30.88,46.78,104.12,42.43,Odessa,2,GFZ,IZMIRAN
TUL,264.22,35.92,-27.83,46.46,Tulsa,1,Unknown
ASH,58.10,37.95,130.38,33.36,Ashkabad,1,Unknown
TOL,355.95,39.88,72.33,32.87,Toledo,1,Unknown
NVS,82.90,55.03,155.56,50.81,Novosibirsk,1,INTERMAGNET
KGD,73.08,49.82,145.53,45.54,Karaganda,1,Unknown
AAA,76.92,43.25,149.27,38.60,Alma Ata,1,INTERMAGNET
TKT,69.62,41.33,141.98,36.71,Tashkent,1,Unknown
LVV,23.75,49.90,98.22,45.76,Lvov,1,INTERMAGNET
RSV,12.45,55.85,90.27,52.34,Rude Skov,1,INTERMAGNET
MOS,37.31,55.48,111.71,51.34,Moscow,1,IZMIRAN
YSS,142.72,46.95,-145.87,40.30,Yuzhno Sakhalinsk,1,AARI
HIS,58.05,80.62,144.18,75.51,Heiss Island,1,AARI
ZGN,123.26,66.75,-165.86,61.42,Zhigansk,2,210MM,MAGDAS
YAK,129.72,60.02,-158.67,54.46,Yakutsk,4,GFZ,210MM,INTERMAGNET,MAGDAS
PPI,131.73,42.98,-155.90,36.72,Popov Island,1,210MM
BJI,116.18,40.06,-171.27,34.45,Beijing,1,210MM
BOX,38.97,58.03,113.83,53.94,Barok,3,210MM,INTERMAGNET,BCMT
MUT,121.02,14.37,-167.55,7.10,Muntinlupa,2,210MM,MAGDAS
PTN,109.25,-0.05,-179.14,-8.26,Pontianak,2,210MM,MAGDAS
WTK,112.63,-7.56,-175.72,-16.41,Watukosek,1,210MM
LRM,115.00,-21.00,-173.43,-31.83,Learmonth,2,INTERMAGNET,AUS
KAT,117.62,-33.68,-171.25,-46.20,Katanning,1,210MM
KTN,137.71,75.94,-158.68,70.28,Kotelnyy,1,210MM
CHD,147.89,70.62,-147.39,65.13,Chokurdakh,2,210MM,MAGDAS
ZYK,150.78,65.75,-142.63,60.10,Zyryanka,1,210MM
MGD,150.86,59.97,-140.61,53.91,Magadan,4,GFZ,210MM,INTERMAGNET,MAGDAS
MSR,142.27,44.37,-146.22,37.66,Moshiri,1,210MM
ONW,141.47,38.43,-147.00,31.60,Onagawa,2,210MM,MAGDAS
KAG,130.72,31.48,-157.35,24.79,Kagoshima,1,210MM
YMK,130.62,31.19,-157.46,24.49,Yamakawa,1,210MM
CBI,142.30,27.15,-146.57,20.00,Chichijima,1,210MM
YAP,138.50,9.30,-150.35,1.72,Yap,2,210MM,MAGDAS
KOR,134.50,7.33,-154.27,-0.32,Koror,1,210MM
BIK,136.05,-1.08,-152.42,-9.15,Biak,2,210MM,MAGDAS
WEW,143.62,-3.55,-144.46,-11.61,Wewak,1,210MM
DRW,130.90,-12.40,-157.02,-21.44,Darwin,3,210MM,AUS,MAGDAS
WEP,141.88,-12.68,-145.43,-21.55,Weipa,1,210MM
BSV,139.21,-25.54,-146.77,-35.55,Birdsville,1,210MM
DAL,151.20,-27.18,-133.03,-36.22,Dalby,1,210MM
ADL,138.65,-34.67,-146.01,-45.73,Adelaide,1,210MM
CPS,180.63,68.88,-122.73,64.99,Cape Schmidt,3,AARI,210MM,IZMIRAN
EWA,202.00,21.32,-90.19,21.45,Ewa Beach,2,210MM,MAGDAS
ASA,170.70,-14.28,-114.78,-19.14,American Samoa,1,210MM
MCQ,158.95,-54.50,-111.91,-64.48,Macquarie Island,4,210MM,INTERMAGNET,AUS,MAGDAS
CKA,73.60,68.50,148.40,64.20,Cape Kamenniy,1,Unknown
AMD,61.21,69.60,137.66,65.40,Amderma,3,RAPIDMAG,GIMA,AARI
LOP,33.08,68.25,113.05,64.53,Lop,1,Unknown
MBC,240.64,76.32,-86.64,80.90,Mould Bay,2,CANMOS,INTERMAGNET
VIZ,76.54,79.30,155.58,73.88,Vieze Island,1,AARI
PBK,170.90,70.08,-130.43,65.47,Pebek,2,AARI,GIMA
PGC,294.20,66.10,20.27,74.74,Pangnirtung,1,MACCS
CY0,291.40,70.50,18.56,79.18,Clyde River,1,MACCS
CDC,283.40,64.20,1.72,74.18,Cape Dorset,1,MACCS
CHC,276.00,64.35,-11.50,74.63,Coral Harbour,1,MACCS
GHC,264.15,68.63,-35.24,77.94,Gjoa Haven,1,MACCS
IGC,278.20,69.30,-7.60,79.08,Igloolik,1,MACCS
PBC,270.30,68.50,-23.34,78.26,Pelly Bay,1,MACCS
RPB,273.77,66.52,-15.96,76.59,Repulse Bay,1,MACCS
NAN,298.30,56.40,22.44,64.57,Nain,2,MACCS,THEMIS
AIA,295.74,-65.25,9.12,-50.06,Faraday Islands,1,INTERMAGNET
ASC,345.62,-7.95,55.95,-9.74,Ascension Island,2,BGS,INTERMAGNET
VOS,106.87,-78.45,55.33,-83.55,Vostok,2,INTERMAGNET,AARI
CSY,110.53,-66.28,156.79,-80.74,Casey,2,INTERMAGNET,AUS
CTA,146.30,-20.10,-139.72,-29.22,Charters Towers,2,INTERMAGNET,AUS
DVS,77.97,-68.58,100.14,-74.50,Davis,3,INTERMAGNET,AUS,MAGDAS
GLN,262.88,49.65,-31.00,60.00,Glenlea,2,CANMOS,INTERMAGNET
HTY,139.80,33.12,-148.69,26.19,Hatizyo,1,INTERMAGNET
KDU,132.47,-12.69,-155.36,-21.74,Kakadu,2,INTERMAGNET,AUS
KNY,130.88,31.42,-157.20,24.72,Kanoya,1,INTERMAGNET
MAW,62.88,-67.61,90.15,-70.05,Mawson,2,INTERMAGNET,AUS
MIR,93.02,-66.55,123.19,-77.24,Mirny,2,INTERMAGNET,AARI
PST,302.11,-51.70,10.51,-37.97,Port Stanley,2,BGS,INTERMAGNET
TSU,17.70,-19.22,86.75,-30.09,Tsumeb,2,INTERMAGNET,EMMA
HUA,284.67,-12.05,-3.71,0.62,Huancayo,1,INTERMAGNET
LIV,299.61,-62.66,10.70,-47.77,Livingston Island,1,INTERMAGNET
TRW,294.68,-43.25,4.95,-29.38,Trelew,1,INTERMAGNET
AQU,13.32,42.38,87.38,36.78,LAquila,4,SEGMA,INTERMAGNET,EMMA,MAGDAS
MID,182.62,28.21,-110.04,25.23,Midway,1,INTERMAGNET
LMM,32.58,-25.92,99.95,-36.13,Maputo,1,INTERMAGNET
LZH,103.85,36.09,176.08,30.52,Lanzhou,2,INTERMAGNET,BCMT
QSB,35.64,33.87,107.38,27.79,Qsaybeh,2,INTERMAGNET,BCMT
TND,124.95,1.29,-163.64,-6.52,Tondano,1,INTERMAGNET
EBR,0.49,40.82,76.20,34.24,Ebro,1,INTERMAGNET
TEO,260.82,19.75,-30.79,29.22,Teoloyucan,1,INTERMAGNET
LEM,147.50,-42.30,-133.37,-53.22,Lemont,1,210MM
RIK,143.76,43.48,-144.90,36.70,Rikubetsu,1,210MM
CLK,285.00,44.70,1.93,55.18,Clarkson,1,MEASURE
APL,283.12,39.17,-1.34,49.98,Applied Physics Lab,1,MEASURE
DSO,278.60,36.25,-7.99,47.45,Darsky,1,MEASURE
USC,278.54,33.34,-8.30,44.61,U of South Carolina,1,MEASURE
JAX,278.40,30.35,-8.73,41.70,Jacksonville,1,MEASURE
FIT,279.05,28.07,-8.04,39.47,Bullcreek,1,MEASURE
GTF,288.05,43.62,6.12,53.70,Grafton,1,MEASURE
MSH,288.52,42.60,6.64,52.64,Millstone Hill,1,MEASURE
FAR,352.98,62.05,77.61,60.53,Faroes,1,SAMNET
BOR,38.33,58.03,113.25,53.94,Borok,1,SAMNET
CRK,357.36,57.09,78.57,54.73,Crooktree,1,SAMNET
GML,356.32,57.16,77.78,54.90,Gleenmore Lodge,1,SAMNET
HLL,339.44,63.77,67.90,64.23,Hella,1,SAMNET
KVI,17.63,59.50,95.96,55.91,Kvistaberg,1,SAMNET
LAN,357.23,54.01,77.22,51.39,Lancaster,1,SAMNET
S01,13.36,64.37,94.91,61.26,Nordli,1,SAMNET
OUL,25.85,65.10,105.33,61.47,Oulu,1,SAMNET
YOR,358.95,53.95,78.57,51.18,York,1,SAMNET
PUT,290.50,-18.33,1.49,-5.65,Putre,1,SAMBA
ANT,289.76,-23.39,0.72,-10.39,Antofagasta,1,SAMBA
SER,288.87,-30.00,0.13,-16.58,La Serena,1,SAMBA
CER,289.40,-33.45,0.68,-19.84,Los Cerrillos,1,SAMBA
VLD,286.86,-39.48,-0.59,-25.44,Valdivia,1,SAMBA
OSO,286.91,-40.34,-0.46,-26.25,Osorno,1,SAMBA
PNT,289.10,-53.20,2.79,-38.45,Puerto Natales,1,SAMBA
ESC,301.08,-62.18,11.44,-47.40,Escudero,1,SAMBA
OHI,302.10,-63.32,12.23,-48.52,OHiggins,1,SAMBA
PAC,289.91,-40.34,1.55,-26.32,Punta Arenas,1,SAMBA
ENP,289.10,-52.13,2.60,-37.43,San Gregorio,1,SAMBA
FSJ,238.15,56.25,-65.26,61.96,Fort St. John,1,AUTUMN
EDM,246.70,53.30,-53.86,60.80,Edmonton,1,AUTUMN
FVE,243.98,58.37,-59.31,65.26,Fort Vermilion,1,AUTUMN
LET,247.13,49.64,-52.15,57.21,Lethbridge,1,AUTUMN
RED,246.16,52.14,-54.14,59.53,Red Deer,1,AUTUMN
ROT,245.87,51.07,-54.14,58.39,Rothney,1,AUTUMN
SAS,253.60,52.80,-44.74,61.64,Saskatoon,1,AUTUMN
VLO,282.24,48.19,-1.75,58.91,Val-dOr,1,AUTUMN
MCM,166.67,-77.85,-33.34,-79.93,McMurdo Station,1,PENGUIN
SPA,0.00,-90.00,19.01,-74.08,South Pole Station,1,PENGUIN
ELT,34.95,29.67,106.51,22.47,Eilat,1,INTERMAGNET
GZH,113.34,23.09,-174.93,16.37,Guangzhou,1,INTERMAGNET
MLT,30.89,29.52,102.45,21.44,Misallat,1,INTERMAGNET
PAL,295.95,-64.77,9.12,-49.62,Palmer,1,SAMBA
NOK,88.10,69.40,161.89,64.77,NOK,2,RAPIDMAG,GIMA
HLM,210.13,61.24,-95.43,61.21,HLMS,1,GIMA
HOM,209.53,59.70,-95.12,59.51,Homer,1,GIMA
TRP,150.24,62.67,-141.89,56.82,Trapper,1,GIMA
BGY,35.09,31.72,106.73,25.05,Bar Gyora,1,INTERMAGNET
ESA,141.36,39.24,-147.08,32.44,Esashi,1,INTERMAGNET
GCK,20.77,44.63,94.44,39.86,Grocka,1,INTERMAGNET
KNZ,48.85,55.83,122.44,51.70,Zaymishche,1,INTERMAGNET
MIZ,141.20,39.11,-147.23,32.31,Mizusawa,1,INTERMAGNET
SFS,354.06,36.67,70.25,27.56,San Fernando,1,INTERMAGNET
SHU,199.54,55.35,-101.53,53.06,Shumagin,2,INTERMAGNET,USGS
BFO,8.33,48.33,84.46,44.27,Black Forest,1,INTERMAGNET
MSK,34.52,52.69,108.57,48.53,MSK,1,INTERMAGNET
B11,336.58,-77.51,30.06,-63.22,m78-337,1,BAS
B12,335.88,-79.08,29.08,-64.46,m79-336,1,BAS
B14,337.74,-80.89,28.81,-66.10,m81-338,1,BAS
B15,2.97,-81.49,36.68,-68.39,m82-003,1,BAS
B17,347.76,-82.90,30.34,-68.35,m83-348,1,BAS
B18,336.14,-84.35,25.84,-69.03,m84-336,1,BAS
B19,2.06,-85.36,30.03,-71.04,m85-002,1,BAS
B20,95.98,-85.36,30.19,-77.75,m85-096,1,BAS
B21,28.41,-87.00,29.01,-73.32,m87-028,1,BAS
B22,68.17,-86.51,30.76,-75.50,m87-069,1,BAS
B23,316.13,-88.03,19.86,-72.13,m88-316,1,BAS
B03,291.88,-67.57,7.66,-52.28,m67-292,1,BAS
M01,263.55,46.87,-29.68,57.35,Glyndon,1,McMAC
M02,266.75,45.56,-24.93,56.39,Cambridge,1,McMAC
M03,264.40,43.60,-28.15,54.20,Worthington,1,McMAC
M04,263.84,41.36,-28.74,51.89,Bennington,1,McMAC
M05,263.70,38.50,-28.70,49.00,Americus,1,McMAC
M06,262.60,35.00,-29.89,45.30,Purcell,1,McMAC
M07,263.25,32.98,-28.90,43.34,Richardson,1,McMAC
M08,261.39,29.44,-30.96,39.42,San Antonio,1,McMAC
M09,262.20,26.40,-29.74,36.42,Lyford,1,McMAC
M10,260.40,24.80,-31.74,34.44,Linares,1,McMAC
